TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,year,month,day,wday
2017-01-03,VR,72.61,shell kings 587,************5770,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2017,1,3,Tue
2017-01-24,VR,85.51,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,1,24,Tue
2017-02-01,VR,10.09,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,2,1,Wed
2017-01-04,VR,20,mibsons service st,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,1,4,Wed
2017-01-05,VR,50,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,1,5,Thu
2017-01-17,VR,50,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,1,17,Tue
2017-01-20,VR,50,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,1,20,Fri
2017-02-02,VR,65.5,meridian service s,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,2,2,Thu
2017-01-04,VR,45.12,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,1,4,Wed
2017-01-10,VR,41.41,malthurst kings norton,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,1,10,Tue
2017-01-10,VR,62.99,bp kensington f/stn,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,1,10,Tue
2017-01-13,VR,64.25,rontec moseley,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,1,13,Fri
2017-01-17,VR,66.22,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,1,17,Tue
2017-01-24,VR,68.76,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,1,24,Tue
2017-01-26,VR,89.44,malthurst waterlinks,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,1,26,Thu
2017-02-01,VR,50.58,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,2,1,Wed
2017-01-19,VR,71.31,shell kings 587,************6273,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2017,1,19,Thu
2017-01-31,VR,60.96,penns lane sf connect,************6257,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,2017,1,31,Tue
2017-01-31,VR,57.62,penns lane sf connect,************6257,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,2017,1,31,Tue
2017-01-19,VR,56.8,tex sussex sstn,************7214,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2017,1,19,Thu
2017-01-20,VR,72.07,tex city sstn,************7214,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2017,1,20,Fri
2017-01-26,VR,48.83,tex city sstn,************7214,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2017,1,26,Thu
2017-01-04,VR,98,esso merestones,************5134,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,1,4,Wed
2017-01-23,VR,53.01,acocks green 224,************5134,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,1,23,Mon
2017-01-06,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2017,1,6,Fri
2017-01-12,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2017,1,12,Thu
2017-01-12,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2017,1,12,Thu
2017-02-02,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2017,2,2,Thu
2017-01-05,VR,77.88,esso perry barr service s,************9038,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,2017,1,5,Thu
2017-01-17,VR,77.81,tesco pfs 3953,************9038,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,2017,1,17,Tue
2017-01-31,VR,34.57,esso perry barr service s,************9038,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,2017,1,31,Tue
2017-01-31,VR,50,esso perry barr service s,************9038,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,2017,1,31,Tue
2017-01-27,VZ,200,education  traini,************2086,L100,Equip Operational,RET1P,Ad Ed Edgbaston Area,A00,2017,1,27,Fri
2017-01-26,VR,65,shell harborne,************8311,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,2017,1,26,Thu
2017-01-11,VR,71.62,midland link,************8061,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2017,1,11,Wed
2017-01-20,VR,57.39,midland link,************8061,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2017,1,20,Fri
2017-01-20,VR,0.7,malthurst petroleu,************8061,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2017,1,20,Fri
2017-01-26,VR,59.88,beeches road servi,************8061,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2017,1,26,Thu
2017-01-27,VR,49.18,malthurst petroleu,************8061,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2017,1,27,Fri
2017-01-05,VR,68.96,penns lane sf connect,************4985,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,2017,1,5,Thu
2017-01-12,VR,28.44,penns lane sf connect,************4985,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,2017,1,12,Thu
2017-01-19,VR,67.02,penns lane sf connect,************4985,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,2017,1,19,Thu
