TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,year,month,day,wday
2015-10-20,VR,77.37,shell kings 587,************5770,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2015,10,20,Tue
2015-10-09,VR,43,tesco pfs 6119,************8143,K020,Vehicle Fuel,RV14R,Mobile Night Care Service,A00,2015,10,9,Fri
2015-10-06,VR,61.59,tex sussex sstn,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2015,10,6,Tue
2015-10-29,VR,43.3,tex sussex sstn,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2015,10,29,Thu
2015-10-02,VR,60.01,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2015,10,2,Fri
2015-10-08,VR,60,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2015,10,8,Thu
2015-10-21,VR,50,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2015,10,21,Wed
2015-10-29,VR,50,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2015,10,29,Thu
2015-10-14,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2015,10,14,Wed
2015-10-14,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2015,10,14,Wed
2015-10-22,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2015,10,22,Thu
2015-10-23,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2015,10,23,Fri
2015-10-09,VR,50.08,bp six ways f/stn,************6047,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,2015,10,9,Fri
2015-10-20,VR,58.7,bp six ways f/stn,************6047,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,2015,10,20,Tue
