TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,year,month,day,wday
2017-04-28,VR,66.38,millpool service s,************5770,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2017,4,28,Fri
2017-04-28,VR,25.25,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,4,28,Fri
2017-04-26,VR,81.75,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,4,26,Wed
2017-04-07,VR,73.29,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,4,7,Fri
2017-04-05,VR,75.7,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,4,5,Wed
2017-04-25,VR,57.55,shell fiveways 387,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2017,4,25,Tue
2017-04-20,VR,70.38,shell fiveways 387,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2017,4,20,Thu
2017-04-06,VR,74,shell fiveways 387,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2017,4,6,Thu
2017-04-26,VR,61.49,perry barr service,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,4,26,Wed
2017-04-05,VR,60.01,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,4,5,Wed
2017-04-20,VR,98.23,millpool service s,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,4,20,Thu
2017-04-18,VR,61.97,malthurst waterlinks,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,4,18,Tue
