TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,year,month,day,wday
2017-03-21,VR,26.15,shell kings 587,************5770,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2017,3,21,Tue
2017-03-23,VR,78.72,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,3,23,Thu
2017-03-23,VR,68,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,3,23,Thu
2017-03-21,VR,75.2,tesco pfs 4203,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,3,21,Tue
2017-03-17,VR,15,the gate fuels ltd,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,3,17,Fri
2017-03-15,VR,73.01,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,3,15,Wed
2017-03-15,VR,79,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,3,15,Wed
2017-03-08,VR,75.01,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,3,8,Wed
2017-03-08,VR,70.78,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2017,3,8,Wed
2017-03-24,VR,66.01,shell fiveways 387,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2017,3,24,Fri
2017-03-24,VR,39.7,shell fiveways 387,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2017,3,24,Fri
2017-03-24,VR,30.01,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,3,24,Fri
2017-03-23,VR,52.91,beeches road servi,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,3,23,Thu
2017-03-20,VR,50,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,3,20,Mon
2017-03-16,VR,50,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,3,16,Thu
2017-03-15,VR,40,shell kingbury roa,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,3,15,Wed
2017-03-08,VR,40,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,3,8,Wed
2017-03-07,VR,40.03,shell washwood,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2017,3,7,Tue
2017-03-30,VR,75.53,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,3,30,Thu
2017-03-23,VR,94.24,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,3,23,Thu
2017-03-21,VR,39.86,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,3,21,Tue
2017-03-16,VR,59.17,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,3,16,Thu
2017-03-10,VR,60.28,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2017,3,10,Fri
2017-03-07,VR,76.31,shell kings 587,************6273,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2017,3,7,Tue
2017-03-31,VR,39.5,w m morrison plc,************7214,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2017,3,31,Fri
2017-03-31,VR,37,w m morrison plc,************7214,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2017,3,31,Fri
