TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,year,month,day,wday
2016-08-11,VR,65.17,shell kings 587,************5770,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2016,8,11,Thu
2016-08-30,VR,55.55,w m morrison,************5770,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2016,8,30,Tue
2016-08-04,VR,57.6,tex sussex sstn,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2016,8,4,Thu
2016-08-16,VR,50.07,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2016,8,16,Tue
2016-08-19,VR,40,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2016,8,19,Fri
2016-09-01,VR,40,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2016,9,1,Thu
2016-08-05,VR,62.65,mrh six ways,************6047,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,2016,8,5,Fri
2016-08-24,VR,68.6,mrh six ways,************6047,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,2016,8,24,Wed
2016-08-25,VR,57.4,mrh six ways,************6047,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,2016,8,25,Thu
2016-08-03,NA,1029.55,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,VR,251,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,NA,1695.1,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,VR,405.25,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,NA,956.2,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,NA,1302.8,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,VR,1154.6,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,NA,946.35,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,VR,507.85,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,NA,1219.2,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,NA,810.6,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,VR,405.25,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
2016-08-03,VR,396.95,travelodge website,************6720,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,8,3,Wed
