TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,year,month,day,wday
2016-11-17,VR,78.28,shell kings 587,************5770,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2016,11,17,Thu
2016-11-16,VR,83.5,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2016,11,16,Wed
2016-11-30,VR,68.67,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2016,11,30,Wed
2016-11-03,VR,43.6,tex sussex sstn,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2016,11,3,Thu
2016-11-10,VR,46.73,tex sussex sstn,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2016,11,10,Thu
2016-11-07,VR,55,malthurst petroleu,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2016,11,7,Mon
2016-11-23,VR,78,esso perry barr service s,************5507,K020,Vehicle Fuel,RV11Y,"Marsh Lane Dce, 79, B23",A00,2016,11,23,Wed
2016-11-30,VR,50.85,esso perry barr service s,************5507,K020,Vehicle Fuel,RV11Y,"Marsh Lane Dce, 79, B23",A00,2016,11,30,Wed
2016-12-01,VR,69.21,esso perry barr service s,************5507,K020,Vehicle Fuel,RV11Y,"Marsh Lane Dce, 79, B23",A00,2016,12,1,Thu
2016-11-02,VR,14.87,malthurst kings norton,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,2,Wed
2016-11-04,VR,31.01,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,4,Fri
2016-11-08,VR,27.66,malthurst waterlinks,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,8,Tue
2016-11-10,VR,25.45,malthurst kings norton,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,10,Thu
2016-11-10,VR,62.49,malthurst waterlinks,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,10,Thu
2016-11-16,VR,91.72,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,16,Wed
2016-11-21,VR,55.27,malthurst waterlinks,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,21,Mon
2016-11-22,VR,62.39,malthurst waterlinks,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,22,Tue
2016-11-25,VR,49.3,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,25,Fri
2016-12-01,VR,45.27,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,12,1,Thu
2016-11-04,VR,56.53,shell kings 587,************6273,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2016,11,4,Fri
2016-12-01,VR,76.23,shell kings 587,************6273,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2016,12,1,Thu
2016-11-09,VR,68,tex sussex sstn,************7214,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2016,11,9,Wed
2016-11-29,VR,69,tex sussex sstn,************7214,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2016,11,29,Tue
2016-11-07,VR,71,esso merestones,************5134,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,7,Mon
2016-11-15,VR,75,esso merestones,************5134,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,15,Tue
2016-11-21,VR,60.02,esso merestones,************5134,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,21,Mon
2016-11-25,VR,72.01,esso merestones,************5134,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,25,Fri
2016-11-04,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2016,11,4,Fri
2016-11-10,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2016,11,10,Thu
2016-11-09,VR,83.45,tesco pfs 3953,************9038,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,2016,11,9,Wed
2016-11-22,VR,80.59,shell aqueduct,************9038,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,2016,11,22,Tue
2016-11-09,VR,61,shell harborne,************8311,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,2016,11,9,Wed
