TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,year,month,day,wday
2016-10-11,VR,50,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2016,10,11,Tue
2016-10-14,VR,80.01,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2016,10,14,Fri
2016-10-19,VR,69.26,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2016,10,19,Wed
2016-10-20,VR,73.31,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2016,10,20,Thu
2016-11-02,VR,75,shell fiveways 387,************1147,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,2016,11,2,Wed
2016-10-05,VR,70.53,tex sussex sstn,************8738,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2016,10,5,Wed
2016-10-04,VR,50,malthurst petroleu,************5804,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2016,10,4,Tue
2016-10-07,VR,45,malthurst petroleu,************5804,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2016,10,7,Fri
2016-11-02,VR,20,meridian service s,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2016,11,2,Wed
2016-10-03,VR,66.5,tesco pfs 3953,************5507,K020,Vehicle Fuel,RV11Y,"Marsh Lane Dce, 79, B23",A00,2016,10,3,Mon
2016-10-03,VR,30,tesco pfs 3953,************5507,K020,Vehicle Fuel,RV11Y,"Marsh Lane Dce, 79, B23",A00,2016,10,3,Mon
2016-10-24,VR,38.78,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,10,24,Mon
2016-11-01,VR,17.36,shell kings 587,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,11,1,Tue
2016-10-06,VR,57.63,shell kings 587,************6273,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2016,10,6,Thu
2016-10-31,VR,66.7,tex city sstn,************7214,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,2016,10,31,Mon
2016-10-07,VR,67,esso merestones,************5134,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,10,7,Fri
2016-10-14,VR,70,esso merestones,************5134,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,10,14,Fri
2016-10-24,VR,72,esso merestones,************5134,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2016,10,24,Mon
2016-10-20,VZ,20,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,2016,10,20,Thu
2016-10-03,VR,80.23,tesco pfs 3953,************9038,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,2016,10,3,Mon
2016-10-17,VR,74.84,asda petrol/upt,************9038,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,2016,10,17,Mon
2016-10-14,VR,48.1,shell harborne,************8311,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,2016,10,14,Fri
2016-10-15,VR,65,shell harborne,************8311,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,2016,10,15,Sat
2016-10-26,VR,44,rontec moseley,************8311,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,2016,10,26,Wed
2016-10-05,VR,66,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,5,Wed
2016-10-05,VR,90.01,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,5,Wed
2016-10-11,VR,57,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,11,Tue
2016-10-11,VR,64.94,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,11,Tue
2016-10-15,VR,69,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,15,Sat
2016-10-15,VR,39.5,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,15,Sat
2016-10-15,VR,80,bp moto hilton park south,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,15,Sat
2016-10-15,VR,15.01,bp moto hilton park south,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,15,Sat
2016-10-18,VR,89,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,18,Tue
2016-10-20,VR,60,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,20,Thu
2016-10-21,VR,60.24,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,21,Fri
2016-10-21,VR,62.67,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,21,Fri
2016-10-25,VR,75.01,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,25,Tue
2016-10-28,VR,59,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,28,Fri
2016-10-31,VR,63,tesco pfs 4203,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,10,31,Mon
2016-11-01,VR,68.24,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2016,11,1,Tue
2016-10-04,VR,20,motor fuels ltd,************8061,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2016,10,4,Tue
2016-10-13,VR,40,esso perry barr service s,************8061,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2016,10,13,Thu
2016-10-18,VR,65.68,motor fuels ltd,************8061,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2016,10,18,Tue
2016-10-20,VR,70.02,malthurst petroleu,************8061,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2016,10,20,Thu
2016-10-25,VR,52.52,malthurst petroleu,************8061,K020,Vehicle Fuel,RV18M,Tyburn Road Centre,A00,2016,10,25,Tue
2016-11-01,VR,69.7,malthurst petroleu,************8061,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2016,11,1,Tue
2016-10-14,VZ,500,bournville village trust,************3048,MC70,Supplies & Sev Mic,TA-02154-01,Homeless Prevention,A00,2016,10,14,Fri
2016-10-14,VZ,500,bournville village trust,************3048,MC70,Supplies & Sev Mic,TA-02154-01,Homeless Prevention,A00,2016,10,14,Fri
2016-10-14,VZ,15.75,bournville village trust,************3048,MC70,Supplies & Sev Mic,TA-02154-01,Homeless Prevention,A00,2016,10,14,Fri
2016-10-04,VR,65.98,argos retail group,************1709,J310,Other Fix&Fittings,RJBUR,Homeless Dispursed Hostel Proj,A00,2016,10,4,Tue
2016-10-05,NA,75.06,www.transtools.co.uk,************1709,N060,Other Third Parties,RJHH4,Homeless Centre  Bushmere,A00,2016,10,5,Wed
2016-10-06,NA,-70,travelodge website,************1709,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,10,6,Thu
2016-10-06,NA,-122.3,travelodge website,************1709,N060,Other Third Parties,RJADC,Homeless Private Sector Accom,A00,2016,10,6,Thu
2016-10-08,VR,6.99,currys 2 in 1,************1709,N060,Other Third Parties,RJHH4,Homeless Centre  Bushmere,A00,2016,10,8,Sat
2016-10-10,VR,35,asda store 4376,************1709,N060,Other Third Parties,RJHH4,Homeless Centre  Bushmere,A00,2016,10,10,Mon
