TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,year,month,day,wday
2014-07-01,VR,59.99,shell kings 587,************5770,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2014,7,1,Tue
2014-06-10,VR,77.49,shell kings 587,************5770,K020,Vehicle Fuel,RV12N,African-Caribbean DC,A00,2014,6,10,Tue
2014-06-27,VR,48.66,acocks green 224,************8143,K020,Vehicle Fuel,RV14R,Mobile Night Care Service,A00,2014,6,27,Fri
2014-06-16,VR,3,bristol street ser,************8143,K020,Vehicle Fuel,RV14R,Mobile Night Care Service,A00,2014,6,16,Mon
2014-07-01,VR,53.17,tesco pfs 2484,************8738,K020,Vehicle Fuel,RV11Y,"Marsh Lane Dce, 79, B23",A00,2014,7,1,Tue
2014-06-24,VR,65.68,bush  service station,************2997,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,2014,6,24,Tue
2014-06-26,VR,50,mrh expressway,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2014,6,26,Thu
2014-06-24,VR,20.01,mrh expressway,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2014,6,24,Tue
2014-06-23,VR,60.01,mrh expressway,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2014,6,23,Mon
2014-06-12,VR,60.01,mrh expressway,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2014,6,12,Thu
2014-06-10,VR,60,mrh expressway,************5804,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,2014,6,10,Tue
2014-06-14,VR,68.07,shell corrida 108,************3069,K020,Vehicle Fuel,RV14R,Mobile Night Care Service,A00,2014,6,14,Sat
2014-06-11,VR,56,tesco pfs 2484,************5507,K020,Vehicle Fuel,RV11Y,"Marsh Lane Dce, 79, B23",A00,2014,6,11,Wed
2014-06-04,VR,60.42,tesco pfs 2484,************5507,K020,Vehicle Fuel,RV11Y,"Marsh Lane Dce, 79, B23",A00,2014,6,4,Wed
2014-06-07,VR,86,morrisons petrol,************3192,K020,Vehicle Fuel,RV015,"Charles Hse HLDC, 501 Rednal Rd B38",A00,2014,6,7,Sat
2014-06-16,VR,58.58,mrh key hill,************7321,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2014,6,16,Mon
2014-06-12,VR,76.87,mrh key hill,************7321,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2014,6,12,Thu
2014-06-03,VR,74.29,mrh key hill,************7321,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,2014,6,3,Tue
2014-07-02,VR,35.24,texaco pershore rd,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2014,7,2,Wed
2014-06-30,VR,77.01,bp kensington f/stn,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2014,6,30,Mon
2014-06-27,VR,24.85,texaco pershore rd,************2823,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,2014,6,27,Fri
